text_id,post_text,sentiment_label,topic_category,raw_text,cleaned_text
TXT_07446,Serena has no mercy for her sister . 6-3 on the 3rd set and match #USOpen,Neutral,Community_Discussion,Serena has no mercy for her sister . 6-3 on the 3rd set and match #USOpen,Serena has no mercy for her sister . 6-3 on the 3rd set and match USOpen
TXT_07448,"@user The jersey stripes don't line up in both photos, and the 2nd one is a ripoff from Milan's 2013/14.",Negative,Community_Discussion,"@user The jersey stripes don't line up in both photos, and the 2nd one is a ripoff from Milan's 2013/14.","@user The jersey stripes don't line up in both photos, and the 2nd one is a ripoff from Milan's 2013/14."
TXT_07453,#SGS Fury on brink of beating Haye to Vitali: Tyson Fury is set to face Denis Boytsov on December 1\u002c with the wi...,Neutral,Community_Discussion,#SGS Fury on brink of beating Haye to Vitali: Tyson Fury is set to face Denis Boytsov on December 1\u002c with the wi...,"SGS Fury on brink of beating Haye to Vitali: Tyson Fury is set to face Denis Boytsov on December 1, with the wi.."
TXT_07463,@user well its my favorite 4th doctor story and its written by Douglas Adams. And if youve ever read the 1st Dirk Gently book (1of2),Positive,Community_Discussion,@user well its my favorite 4th doctor story and its written by Douglas Adams. And if youve ever read the 1st Dirk Gently book (1of2),@user well its my favorite 4th doctor story and its written by Douglas Adams. And if youve ever read the 1st Dirk Gently book (1of2)
TXT_07464,Rediff Live! Hundreds of Afghans on Thursday protested for the first time against cartoons of the prophet Mohamm...,Negative,Community_Discussion,Rediff Live! Hundreds of Afghans on Thursday protested for the first time against cartoons of the prophet Mohamm...,Rediff Live! Hundreds of Afghans on Thursday protested for the first time against cartoons of the prophet Mohamm..
TXT_07465,6 - Louis Saha is going to play for his 6th Premier League club\u002c only Marcus Bent\u002c Andy Cole & Wayne Routledge have played for more. Travel.,Neutral,Feature_Feedback,6 - Louis Saha is going to play for his 6th Premier League club\u002c only Marcus Bent\u002c Andy Cole & Wayne Routledge have played for more. Travel.,"6 - Louis Saha is going to play for his 6th Premier League club, only Marcus Bent, Andy Cole & Wayne Routledge have played for more. Travel."
TXT_07506,Simon Crean still can\u2019t support the way Kevin Rudd was spilled from the role of PM - Herald Sun,Negative,Community_Discussion,Simon Crean still can\u2019t support the way Kevin Rudd was spilled from the role of PM - Herald Sun,Simon Crean still can't support the way Kevin Rudd was spilled from the role of PM - Herald Sun
TXT_07508,@user What's with all the day matches tomorrow on Ashe?? No Murray or Halep? Can I change my tix? #usopen,Negative,Community_Discussion,@user What's with all the day matches tomorrow on Ashe?? No Murray or Halep? Can I change my tix? #usopen,@user What's with all the day matches tomorrow on Ashe?? No Murray or Halep? Can I change my tix? usopen
TXT_07526,Thankfully he\u2019s in Germany now. And comes home in January. Still dangerous though.,Negative,Community_Discussion,Thankfully he\u2019s in Germany now. And comes home in January. Still dangerous though.,Thankfully he's in Germany now. And comes home in January. Still dangerous though.
TXT_07532,"Vice President Biden, who is contemplating a 2016 presidential bid, on Monday kicked off a Labor Day parade in Pittsburgh with a fiery,",Positive,Community_Discussion,"Vice President Biden, who is contemplating a 2016 presidential bid, on Monday kicked off a Labor Day parade in Pittsburgh with a fiery,","Vice President Biden, who is contemplating a 2016 presidential bid, on Monday kicked off a Labor Day parade in Pittsburgh with a fiery,"
TXT_07552,but on the bright side i bought myself a ticket to see sam smith in Raleigh oct 6th,Positive,Community_Discussion,but on the bright side i bought myself a ticket to see sam smith in Raleigh oct 6th,but on the bright side i bought myself a ticket to see sam smith in Raleigh oct 6th
TXT_07553,"@user Looking forward to the Colts game on Sunday! Beat the Bengals! Haha! Anyways, have a great day and I'll TYYL! :-)) XOXO""",Positive,Community_Discussion,"@user Looking forward to the Colts game on Sunday! Beat the Bengals! Haha! Anyways, have a great day and I'll TYYL! :-)) XOXO""","@user Looking forward to the Colts game on Sunday! Beat the Bengals! Haha! Anyways, have a great day and I'll TYYL! :-)) XOXO"""
TXT_07568,Why would you not want to spend all Sunday at a Youth Soccer turnament? Mequon cup Baby. (4100 W Highland Road 128N),Neutral,Community_Discussion,Why would you not want to spend all Sunday at a Youth Soccer turnament? Mequon cup Baby. (4100 W Highland Road 128N),Why would you not want to spend all Sunday at a Youth Soccer turnament? Mequon cup Baby. (4100 W Highland Road 128N)
TXT_07573,a bleeding threesome with Lady Gaga and Matt Bomer. It's so simple. C'mon.,Neutral,Community_Discussion,a bleeding threesome with Lady Gaga and Matt Bomer. It's so simple. C'mon.,a bleeding threesome with Lady Gaga and Matt Bomer. It's so simple. C'mon.
TXT_07577,Going to a Sunday matinee of Dredd 3D. Probably most excited for the return of Lena Headey\u2019s natural hair color. Sarah Connor > Circe,Positive,Community_Discussion,Going to a Sunday matinee of Dredd 3D. Probably most excited for the return of Lena Headey\u2019s natural hair color. Sarah Connor > Circe,Going to a Sunday matinee of Dredd 3D. Probably most excited for the return of Lena Headey's natural hair color. Sarah Connor > Circe
TXT_07587,@user jordan jefferson just got out of jail... i may go to jail if i ever run into that smacked ass retard,Negative,Community_Discussion,@user jordan jefferson just got out of jail... i may go to jail if i ever run into that smacked ass retard,@user jordan jefferson just got out of jail.. i may go to jail if i ever run into that smacked ass retard
TXT_07590,@user What's with all the day matches tomorrow on Ashe?? No Murray or Halep? Can I change my tix? #usopen,Negative,Community_Discussion,@user What's with all the day matches tomorrow on Ashe?? No Murray or Halep? Can I change my tix? #usopen,@user What's with all the day matches tomorrow on Ashe?? No Murray or Halep? Can I change my tix? usopen
TXT_07599,@user so how was the unity March I see Chuck Norris was there!,Positive,Community_Discussion,@user so how was the unity March I see Chuck Norris was there!,@user so how was the unity March I see Chuck Norris was there!
TXT_07612,Win tomorrow and we get another shot at a 3 game set with Harvery deGrom and Thor #WontHappenAgain,Positive,Technical_Issues,Win tomorrow and we get another shot at a 3 game set with Harvery deGrom and Thor #WontHappenAgain,Win tomorrow and we get another shot at a 3 game set with Harvery deGrom and Thor WontHappenAgain
TXT_07615,I just want Thursday to come for Naruto,Positive,Community_Discussion,I just want Thursday to come for Naruto,I just want Thursday to come for Naruto
TXT_07616,@user we are all too excited about Margarita day tomorrow,Positive,Community_Discussion,@user we are all too excited about Margarita day tomorrow,@user we are all too excited about Margarita day tomorrow
TXT_07625,"Thank U Nokia: Yesterday Was 15th Birthday of Nokia 3310,One of the Best things that has Ever Happened in the ...",Positive,Technical_Issues,"Thank U Nokia: Yesterday Was 15th Birthday of Nokia 3310,One of the Best things that has Ever Happened in the ...","Thank U Nokia: Yesterday Was 15th Birthday of Nokia 3310,One of the Best things that has Ever Happened in the .."
TXT_07626,We should have listened to Zayn about the 21st of August,Neutral,Community_Discussion,We should have listened to Zayn about the 21st of August,We should have listened to Zayn about the 21st of August
TXT_07653,"""Paul Dunne: """"The ball does what you tell it to do."""" We all know he's one to watch now! Brilliant #TheOpen",Positive,Community_Discussion,"""Paul Dunne: """"The ball does what you tell it to do."""" We all know he's one to watch now! Brilliant #TheOpen","""Paul Dunne: """"The ball does what you tell it to do."""" We all know he's one to watch now! Brilliant TheOpen"
TXT_07660,25 - It has been 25 matches since Messi last produced a hat-trick for Barcelona. His next will be his 25th for the club. Omen?,Positive,Community_Discussion,25 - It has been 25 matches since Messi last produced a hat-trick for Barcelona. His next will be his 25th for the club. Omen?,25 - It has been 25 matches since Messi last produced a hat-trick for Barcelona. His next will be his 25th for the club. Omen?
TXT_07666,"""Moderate-heavier rain moving toward Racine...should be dry for the 6th Annual St. Patrick's Day Parade though, starts @ 12!  Bring sunscreen""",Neutral,Technical_Issues,"""Moderate-heavier rain moving toward Racine...should be dry for the 6th Annual St. Patrick's Day Parade though, starts @ 12!  Bring sunscreen""","Moderate-heavier rain moving toward Racine..should be dry for the 6th Annual St. Patrick's Day Parade though, starts @ 12! Bring sunscreen"
TXT_07673,Football-Gunners wld always go on about Arsenal's white v Black composition.Today MUFC fields 7 black players.Difference is MUFC pays better,Neutral,Community_Discussion,Football-Gunners wld always go on about Arsenal's white v Black composition.Today MUFC fields 7 black players.Difference is MUFC pays better,Football-Gunners wld always go on about Arsenal's white v Black composition.Today MUFC fields 7 black players.Difference is MUFC pays better
TXT_07693,Dave Coker has got a couple new signings in the squad tomorrow night and has Dave Cull and Sam Smith back  in the squad! #SFC,Neutral,Community_Discussion,Dave Coker has got a couple new signings in the squad tomorrow night and has Dave Cull and Sam Smith back  in the squad! #SFC,Dave Coker has got a couple new signings in the squad tomorrow night and has Dave Cull and Sam Smith back in the squad! SFC
TXT_07711,"@user the panthers are advocating the killing of police, SCOTUS says that ""true threats are outside the 1st Amendment so why aren't",Negative,Community_Discussion,"@user the panthers are advocating the killing of police, SCOTUS says that ""true threats are outside the 1st Amendment so why aren't","@user the panthers are advocating the killing of police, SCOTUS says that ""true threats are outside the 1st Amendment so why aren't"
TXT_07715,"""Rick Santorum: \""""DOMA is constitutional. The 1st Amendment protects my religious freedom to force the government discriminate against gays.\""""""",Negative,Community_Discussion,"""Rick Santorum: \""""DOMA is constitutional. The 1st Amendment protects my religious freedom to force the government discriminate against gays.\""""""","Rick Santorum: \""""DOMA is constitutional. The 1st Amendment protects my religious freedom to force the government discriminate against gays.\"
TXT_07716,"""I want to hear yakub dead, when I wake up tomorrow #HangYakub""",Negative,Community_Discussion,"""I want to hear yakub dead, when I wake up tomorrow #HangYakub""","I want to hear yakub dead, when I wake up tomorrow HangYakub"
TXT_07724,@user I have studied all day but tomorrow I\u2019m going out with friends! :D Omg Jennette did?!!!! I\u2019m gonna look! <3,Positive,Community_Discussion,@user I have studied all day but tomorrow I\u2019m going out with friends! :D Omg Jennette did?!!!! I\u2019m gonna look! <3,@user I have studied all day but tomorrow I'm going out with friends! :D Omg Jennette did?!! I'm gonna look! <3
TXT_07728,So it's official! Sam Smith is singing the #SPECTRE theme and it's releasing tomorrow. I'm...ambivalent until I hear it,Positive,Community_Discussion,So it's official! Sam Smith is singing the #SPECTRE theme and it's releasing tomorrow. I'm...ambivalent until I hear it,So it's official! Sam Smith is singing the SPECTRE theme and it's releasing tomorrow. I'm..ambivalent until I hear it
TXT_07730,I'm probably jynxing it. But David Price has a no hitter going into the 4th,Negative,Community_Discussion,I'm probably jynxing it. But David Price has a no hitter going into the 4th,I'm probably jynxing it. But David Price has a no hitter going into the 4th
TXT_07760,@user Sounds like April may know the person that has taken her but just hope we DON'T have another Tia Sharp case on our hands!!,Negative,Community_Discussion,@user Sounds like April may know the person that has taken her but just hope we DON'T have another Tia Sharp case on our hands!!,@user Sounds like April may know the person that has taken her but just hope we DON'T have another Tia Sharp case on our hands!!
TXT_07779,"@user on Sunday in Milan it's Derby Day! I'm re-wearching that video about it, Sick. #Amala #forzaInter""",Positive,Community_Discussion,"@user on Sunday in Milan it's Derby Day! I'm re-wearching that video about it, Sick. #Amala #forzaInter""","@user on Sunday in Milan it's Derby Day! I'm re-wearching that video about it, Sick. Amala forzaInter"""
TXT_07804,"""also, a musing: i want to dance to david bowie and the soundtrack to saturday night fever. i'd like there to be disco lights""",Positive,Community_Discussion,"""also, a musing: i want to dance to david bowie and the soundtrack to saturday night fever. i'd like there to be disco lights""","also, a musing: i want to dance to david bowie and the soundtrack to saturday night fever. i'd like there to be disco lights"
TXT_07810,"""You can take UFC, MMA or heavyweight boxing but that Brock Lesnar vs Undertaker fight on @user may have been one of the best ever brawls.""",Positive,Community_Discussion,"""You can take UFC, MMA or heavyweight boxing but that Brock Lesnar vs Undertaker fight on @user may have been one of the best ever brawls.""","You can take UFC, MMA or heavyweight boxing but that Brock Lesnar vs Undertaker fight on @user may have been one of the best ever brawls."
TXT_07839,"""Justin Bieber is 1st, 2nd and 5th in the UK top 40  I'm not listening to the radio for a couple of months""",Negative,Community_Discussion,"""Justin Bieber is 1st, 2nd and 5th in the UK top 40  I'm not listening to the radio for a couple of months""","Justin Bieber is 1st, 2nd and 5th in the UK top 40 I'm not listening to the radio for a couple of months"
TXT_07844,John Kasich may end up blowing by Jeb Bush before this is all over. Has a lot of the things pure insiders (which I am not) like.,Negative,Community_Discussion,John Kasich may end up blowing by Jeb Bush before this is all over. Has a lot of the things pure insiders (which I am not) like.,John Kasich may end up blowing by Jeb Bush before this is all over. Has a lot of the things pure insiders (which I am not) like.
TXT_07850,"""First day back at work proper and it has been manic and fuck it, I'm booking that to go see the Milan derby in Jan as a late bday trip!""",Neutral,Community_Discussion,"""First day back at work proper and it has been manic and fuck it, I'm booking that to go see the Milan derby in Jan as a late bday trip!""","First day back at work proper and it has been manic and fuck it, I'm booking that to go see the Milan derby in Jan as a late bday trip!"
TXT_07853,Here is a column I compare Red Sox situation to Sharknado in the 11th paragraph. That is all ... via @user,Neutral,Community_Discussion,Here is a column I compare Red Sox situation to Sharknado in the 11th paragraph. That is all ... via @user,Here is a column I compare Red Sox situation to Sharknado in the 11th paragraph. That is all .. via @user
TXT_07854,"@user Can I please have a follow, I need someone to obsess with over AHS by Wednesday""",Neutral,Community_Discussion,"@user Can I please have a follow, I need someone to obsess with over AHS by Wednesday""","@user Can I please have a follow, I need someone to obsess with over AHS by Wednesday"""
TXT_07867,"@user all the hoopla around the others and I'm sitting here, and my Kris Bryant man crush is 7th grade esque.""",Neutral,Community_Discussion,"@user all the hoopla around the others and I'm sitting here, and my Kris Bryant man crush is 7th grade esque.""","@user all the hoopla around the others and I'm sitting here, and my Kris Bryant man crush is 7th grade esque."""
TXT_07877,Better ward off the Christians that may or may not follow me,Neutral,Community_Discussion,Better ward off the Christians that may or may not follow me,Better ward off the Christians that may or may not follow me
TXT_07879,"""ffs Louis is the fucking sun, Niall is holding his damn guitar, Liam is the only one singing seriously &amp; no one knows wtf Harry's doing""",Negative,Feature_Feedback,"""ffs Louis is the fucking sun, Niall is holding his damn guitar, Liam is the only one singing seriously &amp; no one knows wtf Harry's doing""","ffs Louis is the fucking sun, Niall is holding his damn guitar, Liam is the only one singing seriously & no one knows wtf Harry's doing"
TXT_07881,"@user Does anyone else find it odd #McCann jumped on April Jones bandwagon,but didnt say  word about Tia Sharp where FAMILY involved ?""",Negative,Account_Security,"@user Does anyone else find it odd #McCann jumped on April Jones bandwagon,but didnt say  word about Tia Sharp where FAMILY involved ?""","@user Does anyone else find it odd McCann jumped on April Jones bandwagon,but didnt say word about Tia Sharp where FAMILY involved ?"""
TXT_07890,"""No doubt, George Osborne dreams Daniel Craig will play him in the biopic. All (dyed) Lego hair + macho black jackets.",Positive,Community_Discussion,"""No doubt, George Osborne dreams Daniel Craig will play him in the biopic. All (dyed) Lego hair + macho black jackets.","""No doubt, George Osborne dreams Daniel Craig will play him in the biopic. All (dyed) Lego hair + macho black jackets."
TXT_07891,@user Bring the HEAT. Get TOP draw guests against Colbert 1st week. 1st guest on Colbert = Jeb Bush - really? awful,Neutral,Community_Discussion,@user Bring the HEAT. Get TOP draw guests against Colbert 1st week. 1st guest on Colbert = Jeb Bush - really? awful,@user Bring the HEAT. Get TOP draw guests against Colbert 1st week. 1st guest on Colbert = Jeb Bush - really? awful
TXT_07893,"""Honestly, Justin Bieber's music could disappear of the face of the earth tomorrow and I couldn't give any less of a fuck.""",Negative,Technical_Issues,"""Honestly, Justin Bieber's music could disappear of the face of the earth tomorrow and I couldn't give any less of a fuck.""","Honestly, Justin Bieber's music could disappear of the face of the earth tomorrow and I couldn't give any less of a fuck."
TXT_07897,@user and then y u didn't prepare urself for Eid 2nd day.....,Neutral,Community_Discussion,@user and then y u didn't prepare urself for Eid 2nd day.....,@user and then y u didn't prepare urself for Eid 2nd day..
TXT_07908,"""I will be buying the new Batman movie on Tuesday, just to let everyone know""",Neutral,Community_Discussion,"""I will be buying the new Batman movie on Tuesday, just to let everyone know""","I will be buying the new Batman movie on Tuesday, just to let everyone know"
TXT_07915,Conor McGregor may be moving up to 155 and fight for the 155 UFC belt! Confirmed by Dana White !  What fight do...,Neutral,Community_Discussion,Conor McGregor may be moving up to 155 and fight for the 155 UFC belt! Confirmed by Dana White !  What fight do...,Conor McGregor may be moving up to 155 and fight for the 155 UFC belt! Confirmed by Dana White ! What fight do..
TXT_07918,"""Your claims are based on hawaa. No knowledge of Deen, no adab about how to talk with Muslims. May Allaah disgrace u.",Negative,Community_Discussion,"""Your claims are based on hawaa. No knowledge of Deen, no adab about how to talk with Muslims. May Allaah disgrace u.","""Your claims are based on hawaa. No knowledge of Deen, no adab about how to talk with Muslims. May Allaah disgrace u."
TXT_07919,This statement may seem heartless but the refugees in EU are another way to over run the west with Islam,Negative,Community_Discussion,This statement may seem heartless but the refugees in EU are another way to over run the west with Islam,This statement may seem heartless but the refugees in EU are another way to over run the west with Islam
TXT_07931,Gucci bags superego good hope january flaunt the dual yours entelechy ultra-ultra fanning out versus argumentu...,Neutral,Community_Discussion,Gucci bags superego good hope january flaunt the dual yours entelechy ultra-ultra fanning out versus argumentu...,Gucci bags superego good hope january flaunt the dual yours entelechy ultra-ultra fanning out versus argumentu..
TXT_07934,@user please stop by Cincinnati fire engine 3 at 329 east 9th after your show! Everyday At the firehouse revolves around Seinfeld!,Positive,Community_Discussion,@user please stop by Cincinnati fire engine 3 at 329 east 9th after your show! Everyday At the firehouse revolves around Seinfeld!,@user please stop by Cincinnati fire engine 3 at 329 east 9th after your show! Everyday At the firehouse revolves around Seinfeld!
TXT_07938,Seinfeld may have made the greatest and most sensitive joke of all time referencing homophobia.,Positive,Community_Discussion,Seinfeld may have made the greatest and most sensitive joke of all time referencing homophobia.,Seinfeld may have made the greatest and most sensitive joke of all time referencing homophobia.
TXT_07945,I remember watching Friday I would always think Ice Cube was cute but now he's old :/,Neutral,Community_Discussion,I remember watching Friday I would always think Ice Cube was cute but now he's old :/,I remember watching Friday I would always think Ice Cube was cute but now he's old :/
TXT_07947,"Worked yesterday then the Chris Brown concert, worked again today and got a full day tomorrow, too... Im ready for another cruise! #Vacation",Positive,Feature_Feedback,"Worked yesterday then the Chris Brown concert, worked again today and got a full day tomorrow, too... Im ready for another cruise! #Vacation","Worked yesterday then the Chris Brown concert, worked again today and got a full day tomorrow, too.. Im ready for another cruise! Vacation"
TXT_07961,British Open updates: Amateur Paul Dunne among three leaders: Paul Dunne walked off the 18th green at St. Andrews on Sunday with a sh...,Neutral,Technical_Issues,British Open updates: Amateur Paul Dunne among three leaders: Paul Dunne walked off the 18th green at St. Andrews on Sunday with a sh...,British Open updates: Amateur Paul Dunne among three leaders: Paul Dunne walked off the 18th green at St. Andrews on Sunday with a sh..
TXT_07998,Ghost Rider 2\u2019s a bad movie compared to the 1st.,Negative,Community_Discussion,Ghost Rider 2\u2019s a bad movie compared to the 1st.,Ghost Rider 2's a bad movie compared to the 1st.
TXT_08003,Planned parenthood may give other free services to people who need them but it is only the top provider in one thing: abortions.,Negative,Community_Discussion,Planned parenthood may give other free services to people who need them but it is only the top provider in one thing: abortions.,Planned parenthood may give other free services to people who need them but it is only the top provider in one thing: abortions.
TXT_08013,It\u2019s been in the 50-60s all week. This weekend its gone be back in the 70s then on Monday its droppin back down to the 50s. fuck ATL weather,Negative,Technical_Issues,It\u2019s been in the 50-60s all week. This weekend its gone be back in the 70s then on Monday its droppin back down to the 50s. fuck ATL weather,It's been in the 50-60s all week. This weekend its gone be back in the 70s then on Monday its droppin back down to the 50s. fuck ATL weather
TXT_08043,#AMCFearFest is freaking me out.. I just want to watch #AmericanHorrorStory FX may have the movies but #AMC has got the shows,Neutral,Community_Discussion,#AMCFearFest is freaking me out.. I just want to watch #AmericanHorrorStory FX may have the movies but #AMC has got the shows,AMCFearFest is freaking me out.. I just want to watch AmericanHorrorStory FX may have the movies but AMC has got the shows
TXT_08044,@user lmao i sat here for five minutes like what the fuck did i do to courtney???? Ha damn........ -__-,Negative,Community_Discussion,@user lmao i sat here for five minutes like what the fuck did i do to courtney???? Ha damn........ -__-,@user lmao i sat here for five minutes like what the fuck did i do to courtney?? Ha damn.. -__-
TXT_08050,UCLA says Howland will return for 10th season - UCLA announced Tuesday that Ben Howland will remain on the job as me...,Neutral,Community_Discussion,UCLA says Howland will return for 10th season - UCLA announced Tuesday that Ben Howland will remain on the job as me...,UCLA says Howland will return for 10th season - UCLA announced Tuesday that Ben Howland will remain on the job as me..
TXT_08055,Sunday at Chambers Bay presents the latest major opportunity for Dustin Johnson #Golf,Neutral,Community_Discussion,Sunday at Chambers Bay presents the latest major opportunity for Dustin Johnson #Golf,Sunday at Chambers Bay presents the latest major opportunity for Dustin Johnson Golf
TXT_08057,"@user So, how did you feel about Big Brother last Thursday? Who do you hope wins HOH tonight?""",Neutral,Community_Discussion,"@user So, how did you feel about Big Brother last Thursday? Who do you hope wins HOH tonight?""","@user So, how did you feel about Big Brother last Thursday? Who do you hope wins HOH tonight?"""
TXT_08060,"""Maybe I may design of the Akita person's site in late fall. Even if a planned stage, I'm glad related to Tohoku in Japan a little. #ICHIGONO""",Positive,Feature_Feedback,"""Maybe I may design of the Akita person's site in late fall. Even if a planned stage, I'm glad related to Tohoku in Japan a little. #ICHIGONO""","Maybe I may design of the Akita person's site in late fall. Even if a planned stage, I'm glad related to Tohoku in Japan a little. ICHIGONO"
TXT_08076,"""Given that Watchman repeats passages whole, it seems Lee didn't want to publish a 2nd book so much as she wanted to correct Mockingbird.""",Neutral,Community_Discussion,"""Given that Watchman repeats passages whole, it seems Lee didn't want to publish a 2nd book so much as she wanted to correct Mockingbird.""","Given that Watchman repeats passages whole, it seems Lee didn't want to publish a 2nd book so much as she wanted to correct Mockingbird."
TXT_08082,"""FRANK GIFFORD, the football star turned longtime broadcaster, died SUNDAY of natural causes at his CONNECTICUT...",Neutral,Community_Discussion,"""FRANK GIFFORD, the football star turned longtime broadcaster, died SUNDAY of natural causes at his CONNECTICUT...","""FRANK GIFFORD, the football star turned longtime broadcaster, died SUNDAY of natural causes at his CONNECTICUT.."
TXT_08097,Kanye west and piers Morgan have the same weed dealer...,Negative,Community_Discussion,Kanye west and piers Morgan have the same weed dealer...,Kanye west and piers Morgan have the same weed dealer..
TXT_08104,this nigga @user just hit a full court one handed shot with brook lopez...smh\u002c 21st birthday shit,Negative,Community_Discussion,this nigga @user just hit a full court one handed shot with brook lopez...smh\u002c 21st birthday shit,"this nigga @user just hit a full court one handed shot with brook lopez..smh, 21st birthday shit"
TXT_08111,"""I may not be a lot of things, but I can write songs and I can sing.  Lady Gaga just showed the world that she fucking owns herself. Yes.""",Positive,Community_Discussion,"""I may not be a lot of things, but I can write songs and I can sing.  Lady Gaga just showed the world that she fucking owns herself. Yes.""","I may not be a lot of things, but I can write songs and I can sing. Lady Gaga just showed the world that she fucking owns herself. Yes."
TXT_08119,I may be a little more excited about this than Soundwave.....,Positive,Community_Discussion,I may be a little more excited about this than Soundwave.....,I may be a little more excited about this than Soundwave..
TXT_08139,Fuck a Saturday class I just wanna go home and play with our squirrel and watch Jurassic Park,Negative,Feature_Feedback,Fuck a Saturday class I just wanna go home and play with our squirrel and watch Jurassic Park,Fuck a Saturday class I just wanna go home and play with our squirrel and watch Jurassic Park
TXT_08150,@user SAME HUR we\u2019ll figure it out in yearbook tomorrow<3,Neutral,Community_Discussion,@user SAME HUR we\u2019ll figure it out in yearbook tomorrow<3,@user SAME HUR we'll figure it out in yearbook tomorrow<3
TXT_08176,@user I got myself Alli Simpson shoes you'll see them on Wed-Nes-Day ((but srsly I did oMG)),Positive,Community_Discussion,@user I got myself Alli Simpson shoes you'll see them on Wed-Nes-Day ((but srsly I did oMG)),@user I got myself Alli Simpson shoes you'll see them on Wed-Nes-Day ((but srsly I did oMG))
TXT_08195,@user @user @user swapping Kane for Giroud week 4. Hazard is a waste of coin as well so he may go next &amp; bring in Yaya or Kun,Neutral,Technical_Issues,@user @user @user swapping Kane for Giroud week 4. Hazard is a waste of coin as well so he may go next &amp; bring in Yaya or Kun,@user @user @user swapping Kane for Giroud week 4. Hazard is a waste of coin as well so he may go next & bring in Yaya or Kun
TXT_08197,"""On this day in WWE History - July 27, 2003 (Vengeance)   Kurt Angle defeated Brock Lesnar (c) And Big Show in a...",Neutral,Community_Discussion,"""On this day in WWE History - July 27, 2003 (Vengeance)   Kurt Angle defeated Brock Lesnar (c) And Big Show in a...","""On this day in WWE History - July 27, 2003 (Vengeance) Kurt Angle defeated Brock Lesnar (c) And Big Show in a.."
TXT_08205,#tbt WWA Concert back in August. Best day of my life!,Positive,Community_Discussion,#tbt WWA Concert back in August. Best day of my life!,tbt WWA Concert back in August. Best day of my life!
TXT_08206,"Whoever took their baby to the 7pm Friday screening of Magic Mike XXL, you're my hero.",Positive,Technical_Issues,"Whoever took their baby to the 7pm Friday screening of Magic Mike XXL, you're my hero.","Whoever took their baby to the 7pm Friday screening of Magic Mike XXL, you're my hero."
TXT_08207,I'm not entirely sure how I went from a crummy Sam Smith visual gag to aching existentialism but sudden Sun Kil Moon will do that to you,Negative,Community_Discussion,I'm not entirely sure how I went from a crummy Sam Smith visual gag to aching existentialism but sudden Sun Kil Moon will do that to you,I'm not entirely sure how I went from a crummy Sam Smith visual gag to aching existentialism but sudden Sun Kil Moon will do that to you
TXT_08260,"@user GM The new cast of DWTS is going to be on Good Morning America on Tuesday Morning, hope your appts. go well, love U!!""",Positive,Technical_Issues,"@user GM The new cast of DWTS is going to be on Good Morning America on Tuesday Morning, hope your appts. go well, love U!!""","@user GM The new cast of DWTS is going to be on Good Morning America on Tuesday Morning, hope your appts. go well, love U!!"""
TXT_08272,YOOOO @user & @user If Niggas In Paris comes on more than once on the 26th\u002c might have to plank for whole night...,Neutral,Community_Discussion,YOOOO @user & @user If Niggas In Paris comes on more than once on the 26th\u002c might have to plank for whole night...,"YOO @user & @user If Niggas In Paris comes on more than once on the 26th, might have to plank for whole night.."
TXT_08274,"""Christians shouldn't have to make """"deals"""" to defend their religious beliefs, ever!!",Negative,Community_Discussion,"""Christians shouldn't have to make """"deals"""" to defend their religious beliefs, ever!!","""Christians shouldn't have to make """"deals"""" to defend their religious beliefs, ever!!"
TXT_08277,James Murphy best of luck tomorrow lil man. you\u2019ll do great no doubts.,Positive,Community_Discussion,James Murphy best of luck tomorrow lil man. you\u2019ll do great no doubts.,James Murphy best of luck tomorrow lil man. you'll do great no doubts.
TXT_08288,"""Justin Bieber is 1st, 2nd and 5th in the UK top 40  I'm not listening to the radio for a couple of months""",Negative,Community_Discussion,"""Justin Bieber is 1st, 2nd and 5th in the UK top 40  I'm not listening to the radio for a couple of months""","Justin Bieber is 1st, 2nd and 5th in the UK top 40 I'm not listening to the radio for a couple of months"
TXT_08289,"Planning on finally getting my Galaxy Note 5 tomorrow or the next day. Stay tuned for details on a Periscope unboxing. It'll be fun, I swear",Neutral,Community_Discussion,"Planning on finally getting my Galaxy Note 5 tomorrow or the next day. Stay tuned for details on a Periscope unboxing. It'll be fun, I swear","Planning on finally getting my Galaxy Note 5 tomorrow or the next day. Stay tuned for details on a Periscope unboxing. It'll be fun, I swear"
TXT_08296,We\u2019ll be at the YPAAC Blondes vs. Brunettes flag-football game tomorrow. Doors open 1pm at University of Denver -...,Neutral,Community_Discussion,We\u2019ll be at the YPAAC Blondes vs. Brunettes flag-football game tomorrow. Doors open 1pm at University of Denver -...,We'll be at the YPAAC Blondes vs. Brunettes flag-football game tomorrow. Doors open 1pm at University of Denver -..
TXT_08308,Another Estella video you may not have seen,Neutral,Community_Discussion,Another Estella video you may not have seen,Another Estella video you may not have seen
TXT_08309,Freestyle Wednesday - #NP Big L\u002c Jay Z\u002c Mos Def\u002c Black Thought\u002c Eminem\u002c Yelawolf... Love it,Positive,Community_Discussion,Freestyle Wednesday - #NP Big L\u002c Jay Z\u002c Mos Def\u002c Black Thought\u002c Eminem\u002c Yelawolf... Love it,"Freestyle Wednesday - NP Big L, Jay Z, Mos Def, Black Thought, Eminem, Yelawolf.. Love it"
